species,gene_names,description,term_ids
osa,Os04g0544200|LOC_Os04g46000.1|OsCYCP4;4|P-type cyclin 4;4,LOC_Os04g46000. a PHO80 homologous protein.,GO:0000079
osa,Os11g0109000|LOC_Os11g01790.1|OsPP2C73|PP2C73|OsPP116|protein phosphatase 2C73|protein phosphatase 2C 73|protein phosphatase 116,LOC_Os11g01790. Q2RBJ6. ,GO:0046872|GO:0004721
osa,Os01g0349400|LOC_Os01g24750.1|OsPP5|Protein phosphatase 5,LOC_Os01g24750.,GO:0004721
osa,Os01g0691700|LOC_Os01g49690.1|OsPP13|PPP6|Protein phosphatase 13|Serine/threonine-protein phosphatase 6,LOC_Os01g49690.,GO:0048653|GO:0004721|PO:0001004
osa,Os01g0739200|LOC_Os01g53710.1|OsPP14|Protein phosphatase 14,LOC_Os01g53710.,GO:0004439|GO:0006470|GO:0046855|GO:0004725|GO:0008138
osa,"Os01g0859400|LOC_Os01g64010.2, LOC_Os01g64010.1|OsPP16|Protein phosphatase 16",LOC_Os01g64010.,GO:0008138|GO:0046855|GO:0006470|GO:0004439
osa,Os01g0976700|LOC_Os01g74530.2|OsPP17|Protein phosphatase 17,LOC_Os01g74530.,GO:0046872|GO:0006470|GO:0008138
osa,"Os02g0281000|LOC_Os02g17970.2, LOC_Os02g17970.1|OsPP23|Protein phosphatase 23",LOC_Os02g17970.,GO:0008603|GO:0006470|GO:0046872|GO:0005524|GO:0004674|GO:0004722|GO:0005952|GO:0005886
osa,Os02g0720300|LOC_Os02g48840.1|OsPP38|Protein phosphatase 38,LOC_Os02g48840.,GO:0008138|GO:0006470|GO:0043407|GO:0005634|GO:0004725
osa,Os02g0607400/Os02g0607433|OsPP32|Protein phosphatase 32,LOC_Os02g39470. Q6K1Z1.,GO:0007049|GO:0005634|GO:0000079
osa,"Os02g0820000|LOC_Os02g57450.2, LOC_Os02g57450.1|OsPP41|Protein phosphatase 41",LOC_Os02g57450.,GO:0004721
osa,"Os03g0107800|LOC_Os03g01750.7, LOC_Os03g01750.6, LOC_Os03g01750.5, LOC_Os03g01750.4, LOC_Os03g01750.2, LOC_Os03g01750.1|OsPP42|Protein phosphatase 42",LOC_Os03g01750.,
osa,"Os03g0167700|LOC_Os03g07150.2, LOC_Os03g07150.1|OsPP44|PP44|Protein phosphatase 44",LOC_Os03g07150. male sterility protein. a putative meiosis-related gene.,GO:0007126|GO:0004721
osa,"Os03g0268000|LOC_Os03g16110.3, LOC_Os03g16110.2, LOC_Os03g16110.1|OsPP47|PP47|Protein phosphatase 47",LOC_Os03g16110. P48489. Ser/Thr protein phosphatase family protein. a putative meiosis-related gene.,GO:0007126|GO:0004721|GO:0046872
osa,"Os03g0372500|LOC_Os03g25600.2, LOC_Os03g25600.1|OsPP52|Protein phosphatase 52",LOCOs03g25600  cell wall organization,GO:0005634|GO:0005543|GO:0046872|GO:0000911|GO:0010074|GO:0000226|GO:0006406|GO:0045893|GO:0043687|GO:0009909|GO:0009934|GO:0048765|GO:0010090|GO:0005886|GO:0004722|GO:0045010|GO:0007155
osa,"Os03g0395100|LOC_Os03g27780.2, LOC_Os03g27780.1|OsPP53|Protein phosphatase 53",LOC_Os03g27780.,
osa,"Os03g0805300|LOC_Os03g59060.2, LOC_Os03g59060.1|OsPP56|PP56|OsPP2Ac-2|PP2Ac-2|Protein phosphatase 56|Phosphatase 2A isoform 2",LOC_Os03g59060. Q10BT5. a putative meiosis-related gene.,GO:0007126|GO:0004721|GO:0046872|GO:0005737
osa,Os03g0809300|LOC_Os03g59470.1|OsPP57|Protein phosphatase 57,LOC_Os03g59470.,GO:0003824
osa,Os03g0809700|LOC_Os03g59530.1|OsPP58|Protein phosphatase 58,LOC_Os03g59530.,GO:0016301|GO:0006470|GO:0004722
osa,Os04g0245000|LOC_Os04g17130.1|OsPP62|OsSTA117|Protein phosphatase 62,LOC_Os04g17130. Q7XWS7. a mature anther-preferentially expressed gene.,GO:0004721|GO:0045010|GO:0005884|PO:0009066
osa,"Os05g0204900|LOC_Os05g11550.2, LOC_Os05g11550.1|OsPP74|Protein phosphatase 74",LOCOs05g11550  negative regulation of chlorophyll biosynthetic process,GO:0006913|GO:0009506|GO:0031965|GO:0030176|GO:0005829|GO:0010017|GO:0006470|GO:0010019|GO:0046906|GO:0004722|GO:0046872
osa,Os05g0524200|LOC_Os05g44910.1|OsPP77|Protein phosphatase 77,LOC_Os05g44910.,GO:0008138|GO:0046855|GO:0004725|GO:0006470|GO:0004439
osa,"Os06g0152000|LOC_Os06g05870.2, LOC_Os06g05870.1|OsPP82|Protein phosphatase 82",LOC_Os06g05870.,GO:0008138|GO:0004725|GO:0043407
osa,Os06g0164100|LOC_Os06g06880.1|OsPP83|Protein phosphatase 83,LOC_Os06g06880.,GO:0004721
osa,Os07g0690400|LOC_Os07g49040.1|OsPP99|Protein phosphatase 99,LOC_Os07g49040.,GO:0003824
osa,Os08g0379300|LOC_Os08g29160.1|OsPP100|Protein phosphatase 100,LOC_Os08g29160.,GO:0009570|GO:0019203|GO:0008138|GO:0000023|GO:0043085|GO:0006470|GO:0019252|GO:0005983|GO:0009569
osa,Os08g0455600|LOC_Os08g35440.1|OsPP101|Protein phosphatase 101,LOC_Os08g35440.,GO:0004721
osa,Os08g0513000|LOC_Os08g40200.1|OsPP103|Protein phosphatase 103,LOC_Os08g40200.,GO:0004721
osa,Os08g0557400|LOC_Os08g44320.1|OsPP104|Protein phosphatase 104,LOC_Os08g44320.,GO:0004725
osa,Os09g0284200|LOC_Os09g11230.1|OsPP106|Protein phosphatase 106,LOC_Os09g11230.,GO:0004721
osa,Os10g0410600|LOC_Os10g27050.1|OsPP112|PP112|OsPP2Ac-4|PP2Ac-4|Protein phosphatase 112|phosphatase 2A isoform 4,LOC_Os10g27050. A3C4N5.,GO:0046872|GO:0004721|GO:0005737
osa,"Os10g0541200|LOC_Os10g39540.4, LOC_Os10g39540.3, LOC_Os10g39540.2, LOC_Os10g39540.1|OsPP113|Protein phosphatase 113",LOC_Os10g39540.,GO:0003824
osa,"Os10g0561900|LOC_Os10g41240.2, LOC_Os10g41240.1|OsPP115|Protein phosphatase 115",LOC_Os10g41240.,GO:0004439|GO:0008138|GO:0046855|GO:0006470|GO:0004725
osa,Os11g0113100|LOC_Os11g02180.1|OsPP117|Protein phosphatase 117,LOC_Os11g02180.,GO:0009507|GO:0008138|GO:0006470
osa,Os11g0136800|LOC_Os11g04180.1|OsPP118|Protein phosphatase 118,LOC_Os11g04180.,GO:0004725|GO:0006470|GO:0008138
osa,"Os11g0217500|LOC_Os11g11070.2, LOC_Os11g11070.1|OsPP119|Protein phosphatase 119",LOC_Os11g11070.,GO:0006370|GO:0004484
osa,Os12g0108600|LOC_Os12g01770.1|OsPP123|Protein phosphatase 123,LOC_Os12g01770.,GO:0003824
osa,"Os12g0112500|LOC_Os12g02120.2, LOC_Os12g02120.1|OsPP124|Protein phosphatase 124",LOC_Os12g02120.,
osa,Os12g0133700|LOC_Os12g03990.1|OsPP125|Protein phosphatase 125,LOC_Os12g03990.,GO:0004725|GO:0006470|GO:0008138
osa,"Os12g0174800|LOC_Os12g07590.3, LOC_Os12g07590.2, LOC_Os12g07590.1|OsPP127|OsPTP1|PTP1|Protein phosphatase 127|protein tyrosine phosphatase 1",LOC_Os12g07590. OsPTP1 in Ueno et al. 2015.,GO:0051707|GO:0004725|GO:0009628|GO:0009738|GO:0009863|TO:0000615|TO:0000168|TO:0000112
osa,Os12g0193200|LOC_Os12g09120.1|OsPP128|Protein phosphatase 128,LOC_Os12g09120.,GO:0004651|GO:0004725|GO:0004484|GO:0005634|GO:0006370|GO:0008138
osa,Os12g0407500|LOC_Os12g21890.1|OsPP130|Protein phosphatase 130,LOC_Os12g21890.,GO:0004725
osa,"Os05g0110900|LOC_Os05g02020.2, LOC_Os05g02020.1|RLCK176|OsRLCK176|RECEPTOR-LIKE CYTOPLASMIC KINASE 176|receptor-like cytoplasmic kinase 176",LOCOs05g02020 a rice homolog of AtBIK1  peptidoglycan recognition protein signaling pathway GO1900458 negative regulation of brassinosteroid mediated signaling pathway,GO:0002237|GO:0005524|GO:0031347|GO:0043067|GO:0052033|GO:0002238|GO:0004674|GO:0009611|GO:0009741|GO:0009742|GO:0042742|GO:0050832|TO:0000074|TO:0000175|TO:0000439|TO:0000315|TO:0000206|TO:0002677
osa,Os09g0572600|LOC_Os09g39930.1|RLCK284|OsRLCK284|RECEPTOR-LIKE CYTOPLASMIC KINASE 284|Receptor-like Cytoplasmic Kinase 284,LOC_Os09g39930.,GO:0009651|GO:0004674|GO:0005524|TO:0006001
osa,Os03g0433200|LOC_Os03g31880.1|SHR2|OsSHR2|OsGRAS-15|OsGRAS15|GRAS-15|GRAS15|SHORT ROOT GENE 2|rice SHORT  ROOT gene2|SHORT-ROOT 2|SHORTROOT2|SHORT-ROOT protein 2|GRAS protein 15,LOC_Os03g31880. Q75I13. A2XIA8. one of  the two rice orthologs of the Arabidopsis SHR gene. ZmSHR1 sequence (GRMZM2G132794) is orthologous to OsSHR2 (Schuler et al. 2018).,GO:0005634|GO:0006355|GO:0007275|GO:0051302|GO:0048364|GO:0006351|TO:0000656|TO:0000306|TO:0000735|TO:0000227|TO:0000043|PO:0000258|PO:0007520|PO:0020138
osa,Os11g0124300|LOC_Os11g03110.1|SCR1|OsSCR1|OsSCR|OsGRAS-41|OsGRAS41|GRAS-41|GRAS41|SCARECROW 1|GRAS protein 41,LOC_Os11g03110. Q2RB59. A2ZAX5. OsSCR in Zhou et al. 2014.,GO:0007275|GO:0006351|GO:0006355|GO:0005634
osa,Os10g0476600|LOC_Os10g33680.1|PP2A-B''|OsPP2A-B''|PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B''|protein phosphatase 2A B'' subunit|B'' regulatory subunit of protein phosphatase 2A,,GO:0005509
osa,Os03g0759600|LOC_Os03g55210.1|OsCrRLK1L1|Catharanthus roseus receptor-like kinase1-like kinase 1,LOC_Os03g55210.,GO:0004674|GO:0005524|GO:0005886|GO:0016021
osa,"Os05g0318700|LOC_Os05g25450.2, LOC_Os05g25450.1|OsCrRLK1L3|Catharanthus roseus receptor-like kinase1-like kinase 3",LOC_Os05g25450.,GO:0004674|GO:0005524|GO:0005618|GO:0005886|GO:0016020|GO:0007623|PO:0025034
osa,"Os01g0155500|LOC_Os01g06280.2, LOC_Os01g06280.1|OsCrRLK1L4|Catharanthus roseus receptor-like kinase1-like kinase 4",LOC_Os01g06280.,GO:0005524|GO:0005886|GO:0007623|GO:0004674|PO:0025034
osa,Os03g0124200|LOC_Os03g03280.1|OsCrRLK1L6|Catharanthus roseus receptor-like kinase1-like kinase 6,LOC_Os03g03280.,GO:0005886|GO:0005524|GO:0004674|PO:0009005
osa,"Os03g0281500|LOC_Os03g17300.4, LOC_Os03g17300.3, LOC_Os03g17300.2, LOC_Os03g17300.1|OsCrRLK1L7|Catharanthus roseus receptor-like kinase1-like kinase 7",LOC_Os03g17300.,GO:0007623|GO:0004674|GO:0005886|GO:0005524|PO:0025034
osa,Os03g0333200|LOC_Os03g21540.1|DRUS1|OsCrRLK1L8|CrRLK1L8|FLR1|DWARF AND RUNTISH SPIKELET1|Catharanthus roseus receptor-like kinase1-like kinase 8|FERONIA-Like Receptor kinase 1|DWARF AND RUNTISH SPIKELET 1,LOC_Os03g21540. rice ortholog of Arabidopsis thaliana FERONIA.,GO:0048653|GO:0019252|GO:0043610|GO:0010229|GO:0005524|GO:0005618|GO:0004674|GO:0005886|GO:0016020|TO:0000040|TO:0000564|TO:0000392|TO:0000366|TO:0006036|TO:0000621|TO:0000180|TO:0000696|TO:0000657|TO:0000207|TO:0000531|TO:0000187|TO:0000547|PO:0001004|PO:0007089|PO:0001083
osa,Os05g0162500|LOC_Os05g06990.1|OsCrRLK1L10|Catharanthus roseus receptor-like kinase1-like kinase 10,LOC_Os05g06990.,GO:0005886|GO:0048364|GO:0009414|TO:0000276|PO:0009005|PO:0007520
osa,Os05g0317700|LOC_Os05g25350.1|OsCrRLK1L12|Catharanthus roseus receptor-like kinase1-like kinase 12,LOC_Os05g25350.,GO:0005524|GO:0004674|GO:0005618|GO:0005886|GO:0016020|GO:0007623|PO:0025034
osa,Os06g0334300|LOC_Os06g22810.1|OsCrRLK1L14|Catharanthus roseus receptor-like kinase1-like kinase 14,LOC_Os06g22810.,GO:0005886|GO:0009414|GO:0004674|GO:0048364|GO:0005524|TO:0000276|PO:0009005|PO:0007520
osa,Os07g0147600|LOC_Os07g05370.1|OsCrRLK1L15|Catharanthus roseus receptor-like kinase1-like kinase 15,LOC_Os07g05370.,GO:0005524|GO:0005886|GO:0004674|PO:0009005
osa,"Os10g0534500|LOC_Os10g39010.5, LOC_Os10g39010.4, LOC_Os10g39010.3, LOC_Os10g39010.2, LOC_Os10g39010.1|OsCrRLK1L16|Catharanthus roseus receptor-like kinase1-like kinase 16",LOC_Os10g39010.,GO:0007623|GO:0005886|GO:0005524|GO:0004674|PO:0025034
osa,Os08g0422600|LOC_Os08g32690.1|SAD1|super apical dormant 1,an ortholog of RPA34.5 (RNA polymerase I subunit A34.5).,GO:0048364|TO:0000135|TO:0000235|TO:0000346|TO:0000207|TO:0000226|PO:0007033|PO:0007520|PO:0020106|PO:0020105
osa,"Os09g0540500|LOC_Os09g36890.2, LOC_Os09g36890.1|OsMED4|Mediator complex protein OsMED4",a component of the middle module of the Mediator complex  RNA polymerase II transcription cofactor activity,GO:0016592
osa,Os05g0509900|LOC_Os05g43450.1|OsTFIIF2-1|OsRAP30-1|OsTFIIF2-1 of Pol II|OsTFIIF2-1 of RNA polymerase II,TFIIF2 ortholog. the counterpart of RPA34.5 in Pol II.,GO:0006367|GO:0003743|GO:0005524|GO:0005674
osa,"Os01g0772200|LOC_Os01g56550.3, LOC_Os01g56550.2, LOC_Os01g56550.1|OsTFIIF2-2|OsRAP30-2|OsTFIIF2-2 of Pol II|OsTFIIF2-2 of RNA polymerase II",TFIIF2 ortholog. the counterpart of RPA34.5 in Pol II.,GO:0006367|GO:0005674|GO:0005524
osa,Os04g0394500|LOC_Os04g32350.1|DGS1|OsRPC53|RPC4|DUPLICATED GAMETOPHYTIC STERILITY 1|RPC53 of Pol III complex|RPC53 of RNA polymerase III|DNA-dependent RNA polymerase (RNAP) III subunit C4,"an RPC53 ortholog. the counterpart of RPA34.5 in Pol III. AB758279 (Oryza sativa), AB758280 (Oryza nirvara).",GO:0005666|GO:0003677|GO:0006383|TO:0000053
osa,Os01g0259900|LOC_Os01g15520.1|SAD1L|SAD1LIKE,,
osa,"Os11g0615100|LOC_Os11g40090.2, LOC_Os11g40090.1|OsRPA49|Pol I subunit RPA49|RNA polymerase II subunit RPA49",the rice ortholog of RPA49.,GO:0003677|GO:0005634|GO:0006351|GO:0003899
osa,"Os04g0661800|LOC_Os04g56640.3, LOC_Os04g56640.2, LOC_Os04g56640.1|OsMED7|MED7|OsMed7_1|Med7_1|Mediator complex protein OsMED7|Mediator 7_1", RNA polymerase II transcription cofactor activity LOCOs04g56640 OsMed71 in Malik et al 2016,GO:0016592
osa,Os08g0135600|LOC_Os08g04150.1|OsMED21|MED21|OsMed21_1|Med21_1|Mediator complex protein OsMED21|Mediator 21_1,OsMed21_1 in Malik et al. 2016. LOC_Os08g04150.,GO:0050832|GO:0006355|GO:0006351|GO:0016592
osa,Os06g0217500|LOC_Os06g11370.1|OsMED6|MED6|OsMed6_1|Med6_1|Mediator complex protein OsMED6|Mediator 6_1, RNA polymerase II transcription cofactor activity LOCOs06g11370 OsMed61 in Malik et al 2016,GO:0016592
osa,"Os01g0501000|LOC_Os01g31629.3, LOC_Os01g31629.2, LOC_Os01g31629.1|OsMED9|MED9|OsMED9_1|MED9_1|Mediator complex protein OsMED9|Mediator 9_1",OsMED9_1 in Malik et al. 2016. LOC_Os01g31629.,TO:0000396|TO:0000382
osa,"Os09g0528300|LOC_Os09g35920.2, LOC_Os09g35920.1|OsMED10|MED10|OsMed10_1|Med10_1|Mediator complex protein OsMED10|Mediator 10_1", RNA polymerase II transcription cofactor activity  OsMed101 in Malik et al 2016 LOCOs09g35920,GO:0016592
osa,"Os07g0164600|LOC_Os07g07020.2, LOC_Os07g07020.1|OsMED31a|MED31a|OsMed31_1|Med31_1|Mediator complex protein OsMED31a|Mediator 31_1", RNA polymerase II transcription cofactor activity OsMed311 in Malik et al 2016 LOCOs07g07020,GO:0016592
osa,Os10g0564100|LOC_Os10g41450.1|OsMED31b|MED31b|OsMed31_2|Med31_2|Mediator complex protein OsMED31b|Mediator 31_2, RNA polymerase II transcription cofactor activity LOCOs10g41450 OsMed312 in Malik et al 2016,GO:0016592
osa,"Os12g0614000|LOC_Os12g41962.4, LOC_Os12g41962.3, LOC_Os12g41962.2, LOC_Os12g41962.1|OsMED19a|Mediator complex protein OsMED19a",,
osa,"Os03g0641700|LOC_Os03g44010.2, LOC_Os03g44010.1|OsMED19b|MED19b|OsMed19_1|Med19_1|Mediator complex protein OsMED19b|Mediator 19_1",OsMed19_1 in Malik et al. 2016. LOC_Os03g44010.,
osa,Os07g0556200|LOC_Os07g37030.1|PetC|Rieske Fe-S precursor protein,LOC_Os07g37030. Q69S39.,GO:0010363|GO:0010200|GO:0006364|GO:0009697|GO:0009862|GO:0009409|GO:0009657|GO:0006098|GO:0009941|GO:0009512|GO:0005886|GO:0009535|GO:0008121|GO:0016021|GO:0050832|GO:0009595|GO:0009867|GO:0000165|GO:0031348|GO:0010196|GO:0009767|GO:0010207|GO:0051537|GO:0046028|GO:0045158|GO:0006612|GO:0046872|GO:0009496|GO:0010310|GO:0043900|TO:0000031
osa,Os09g0439500|LOC_Os09g26810.1|Lhca6|OsLhca6|light-harvesting chlorophyll a/b-binding protein a6,LOC_Os09g26810.,GO:0009744|GO:0009523|GO:0016021|GO:0009522|GO:0009507|GO:0006364|GO:0009644|GO:0010155|GO:0018298|GO:0009765|GO:0006098|GO:0019288|GO:0019761|GO:0070838|GO:0030003|GO:0046872|GO:0016168
osa,Os01g0337100|LOC_Os01g23530.1|OsTPS1|terpene synthase 1,LOC_Os01g23530.,GO:0000287
osa,Os01g0611800|LOC_Os01g42610.1|OsTPS2|terpene synthase 2,LOC_Os01g42610.,
osa,Os02g0121700|LOC_Os02g02930.1|OsTPS3|TPS3|OsLIS|LIS|terpene synthase 3|linalool synthase,LOC_Os02g02930. Q6ZH94.,GO:0009507|GO:0034007|GO:0000287|GO:0051607|GO:0042742|GO:0010333|GO:0016114|GO:0016099|TO:0000148|TO:0000386
osa,Os02g0568700|LOC_Os02g36020.1|OsTPS5|TPS5|terpene synthase 5,LOC_Os02g36020.,GO:0010333|GO:0000287|GO:0008152
osa,Os03g0348200|LOC_Os03g22634.1|OsTPS10|TPS10|terpene synthase 10,LOC_Os03g22634.,GO:0000287
osa,Os03g0361100|LOC_Os03g24640.1|OsTPS11|terpene synthase 11,LOC_Os03g24640.,GO:0000287
osa,Os03g0361600|LOC_Os03g24680.1|OsTPS12|terpene synthase 12,LOC_Os03g24680.,GO:0000287
osa,Os03g0361700|LOC_Os03g24690.1|OsTPS13|terpene synthase 13,LOC_Os03g24690.,GO:0000287
osa,Os03g0428200|LOC_Os03g31430.1|OsTPS14|terpene synthase 14,LOC_Os03g31430.,GO:0000287
osa,Os04g0338400|LOC_Os04g26960.1|OsTPS17|terpene synthase 17,LOC_Os04g26960.,GO:0000287
osa,Os04g0339500|LOC_Os04g27070.1|OsTPS18|terpene synthase 18,LOC_Os04g27070.,GO:0000287
osa,"Os04g0340300|LOC_Os04g27190.3, LOC_Os04g27190.2, LOC_Os04g27190.1|OsTPS19|TPS19|terpene synthase 19",LOCOs04g27190  OsTPS19 has a highly homologous paralog OsTPS20 Chen et al 2018  regulation of defense response to fungus,GO:0009536|GO:0010333|GO:0046250|GO:0050832|GO:0000287|GO:0043693|GO:0010334|GO:0051762|TO:0000074
osa,Os04g0341500|LOC_Os04g27340.1|OsTPS20|TPS20|terpene synthase 20,LOC_Os04g27340.,GO:0046250|GO:0042742|GO:0000287|GO:0006979|GO:0009628|GO:0010333|GO:0043693|GO:0010334|GO:0051762|GO:0009536|TO:0000168|TO:0002657|TO:0000175
osa,Os04g0341800|LOC_Os04g27400.1|OsTPS21|terpene synthase 21,LOC_Os04g27400.,GO:0000287
osa,Os04g0342800|LOC_Os04g27540.1|OsTPS22|terpene synthase 22,LOC_Os04g27540.,
osa,Os04g0344400|LOC_Os04g27720.1|OsTPS23|TPS23|terpene synthase 23,LOC_Os04g27720.,GO:0008152|GO:0000287|GO:0010333
osa,Os04g0345400|LOC_Os04g27790.1|OsTPS24|TPS24|terpene synthase 24,LOC_Os04g27790.,GO:0042742|GO:0000287|GO:0009753|GO:0010333|GO:0009507|TO:0000175|TO:0000172
osa,Os08g0168000|LOC_Os08g07100.1|OsTPS31|TPS31|OsSTPS|TPS46|tps46|OsTPS46|SSBis039|OsTPS10|TPS10|terpene synthase 31|sesquiterpene synthase,LOCOs08g07100 EU596452 TPS46 in Sun et al 2017  aphid resistance OsTPS10 in Liang et al 2017,GO:0000287|GO:0002213|TO:0000261|TO:0000424
osa,LOC_Os01g01110|RLCK1|OsRLCK1|RECEPTOR-LIKE CYTOPLASMIC KINASE 1|Receptor-like Cytoplasmic Kinase 1,LOC_Os01g01110,
osa,"Os01g0113200|LOC_Os01g02290.2, LOC_Os01g02290.1|RLCK2|OsRLCK2|rrsRLK|RECEPTOR-LIKE CYTOPLASMIC KINASE 2|Receptor-like Cytoplasmic Kinase 2|required for ROS-scavenging receptor-like kinase",LOCOs01g02290  regulation of reactive oxygen species metabolic process GO1900425 negative regulation of defense response to bacterium,GO:0050832|GO:0004674|GO:0009651|GO:0007031|GO:0005524|TO:0000605|TO:0000074|TO:0006001|TO:0000175
osa,Os01g0113300|LOC_Os01g02300.1|RLCK3|OsRLCK3|RECEPTOR-LIKE CYTOPLASMIC KINASE 3|Receptor-like Cytoplasmic Kinase 3,LOC_Os01g02300,GO:0009651|GO:0050832|GO:0004674|GO:0010229|GO:0048316|GO:0009414|GO:0005524|TO:0000276|TO:0006001|TO:0000653|TO:0000621|TO:0000074|PO:0001083|PO:0001170|PO:0009010|PO:0009049
osa,Os01g0113400|LOC_Os01g02320.1|RLCK4|OsRLCK4|RECEPTOR-LIKE CYTOPLASMIC KINASE 4|Receptor-like Cytoplasmic Kinase 4,LOC_Os01g02320,GO:0004674|GO:0005524
osa,"Os01g0114100|LOC_Os01g02390.2, LOC_Os01g02390.1|RLCK5|OsRLCK5|RECEPTOR-LIKE CYTOPLASMIC KINASE 5|Receptor-like Cytoplasmic Kinase 5",LOC_Os01g02390,GO:0009651|GO:0048316|GO:0010229|GO:0004674|GO:0005524|GO:0009414|TO:0006001|TO:0000653|TO:0000621|TO:0000276|PO:0001083|PO:0001170|PO:0009010|PO:0009049
osa,"Os01g0114300|LOC_Os01g02400.3, LOC_Os01g02400.2, LOC_Os01g02400.1|RLCK6|OsRLCK6|RECEPTOR-LIKE CYTOPLASMIC KINASE 6|Receptor-like Cytoplasmic Kinase 6",LOC_Os01g02400,GO:0009651|GO:0048316|GO:0010229|GO:0005524|GO:0004674|TO:0006001|TO:0000621|TO:0000653|PO:0001083|PO:0001170|PO:0009010|PO:0009049
osa,Os01g0114400/Os01g0114401/Os01g0114450|RLCK7|OsRLCK7|RECEPTOR-LIKE CYTOPLASMIC KINASE 7|Receptor-like Cytoplasmic Kinase 7,LOC_Os01g02410,GO:0004674|GO:0005524
osa,Os01g0114600|LOC_Os01g02430.1|RLCK8|OsRLCK8|RECEPTOR-LIKE CYTOPLASMIC KINASE 8|Receptor-like Cytoplasmic Kinase 8,LOC_Os01g02430,GO:0004674|GO:0005524
osa,Os01g0114900|LOC_Os01g02460.1|RLCK9|OsRLCK9|RECEPTOR-LIKE CYTOPLASMIC KINASE 9|Receptor-like Cytoplasmic Kinase 9,LOC_Os01g02460,GO:0004674|GO:0005524
osa,Os01g0115500/Os01g0115566|RLCK10|OsRLCK10|RECEPTOR-LIKE CYTOPLASMIC KINASE 10|Receptor-like Cytoplasmic Kinase 10,LOC_Os01g02550,GO:0042742|GO:0050832|TO:0000175|TO:0000074
osa,Os01g0115600|LOC_Os01g02560.1|RLCK11|OsRLCK11|RECEPTOR-LIKE CYTOPLASMIC KINASE 11|Receptor-like Cytoplasmic Kinase 11,LOC_Os01g02560. XB21 interacting protein (XB21IP).,GO:0042742|GO:0009611|GO:0005524|GO:0004674|GO:0050832|TO:0000074|TO:0000175
osa,Os01g0116200|LOC_Os01g02680.1|RLCK13|OsRLCK13|RECEPTOR-LIKE CYTOPLASMIC KINASE 13|Receptor-like Cytoplasmic Kinase 13,LOC_Os01g02680,GO:0005524|GO:0004674
osa,Os01g0116300|LOC_Os01g02690.1|RLCK14|OsRLCK14|RECEPTOR-LIKE CYTOPLASMIC KINASE 14|Receptor-like Cytoplasmic Kinase 14,LOC_Os01g02690,
osa,Os01g0117000|LOC_Os01g02760.1|RLCK15|OsRLCK15|RECEPTOR-LIKE CYTOPLASMIC KINASE 15|Receptor-like Cytoplasmic Kinase 15,LOC_Os01g02760,GO:0005524|GO:0004674|GO:0042742|TO:0000175
osa,Os01g0117200|LOC_Os01g02780.1|RLCK16|OsRLCK16|RECEPTOR-LIKE CYTOPLASMIC KINASE 16|Receptor-like Cytoplasmic Kinase 16,LOC_Os01g02780,GO:0005524|GO:0050832|GO:0042742|GO:0004674|TO:0000175|TO:0000074
osa,Os01g0117266/Os01g0117300|RLCK17|OsRLCK17|RECEPTOR-LIKE CYTOPLASMIC KINASE 17|Receptor-like Cytoplasmic Kinase 17,LOC_Os01g02790,GO:0042742|GO:0030247|GO:0004674|GO:0005524|TO:0000175
osa,Os01g0117400|LOC_Os01g02800.1|RLCK18|OsRLCK18|RECEPTOR-LIKE CYTOPLASMIC KINASE 18|Receptor-like Cytoplasmic Kinase 18,LOC_Os01g02800,GO:0005524|GO:0004674
osa,Os01g0127700|LOC_Os01g03690.1|RLCK19|OsRLCK19|RECEPTOR-LIKE CYTOPLASMIC KINASE 19|Receptor-like Cytoplasmic Kinase 19,LOC_Os01g03690,GO:0050832|GO:0042742|GO:0009414|GO:0005524|GO:0004672|TO:0000074|TO:0000276|TO:0000175
osa,Os01g0137200/Os01g0137250|RLCK20|OsRLCK20|RECEPTOR-LIKE CYTOPLASMIC KINASE 20|Receptor-like Cytoplasmic Kinase 20,LOC_Os01g04480,GO:0030247|GO:0005524|GO:0004674
osa,Os01g0137282/Os01g0137400|RLCK21|OsRLCK21|RECEPTOR-LIKE CYTOPLASMIC KINASE 21|Receptor-like Cytoplasmic Kinase 21,LOC_Os01g04490,GO:0004674|GO:0005524
osa,Os01g0137500|LOC_Os01g04520.1|RLCK22|OsRLCK22|RECEPTOR-LIKE CYTOPLASMIC KINASE 22|Receptor-like Cytoplasmic Kinase 22,LOC_Os01g04520,GO:0005524|GO:0004674
osa,Os01g0137950|LOC_Os01g04550.1|RLCK23|OsRLCK23|RECEPTOR-LIKE CYTOPLASMIC KINASE 23|Receptor-like Cytoplasmic Kinase 23,LOC_Os01g04550,GO:0050832|GO:0009409|TO:0000074|TO:0000303
osa,Os01g0152600/Os01g0152687|RLCK24|OsRLCK24|RECEPTOR-LIKE CYTOPLASMIC KINASE 24|Receptor-like Cytoplasmic Kinase 24,LOC_Os01g05940.  a rice ortholog of Arabidopsis EFR.,GO:0004674|GO:0016021|GO:0005524
osa,LOC_Os01g10700|RLCK26|OsRLCK26|RECEPTOR-LIKE CYTOPLASMIC KINASE 26|Receptor-like Cytoplasmic Kinase 26,LOC_Os01g10700,
