species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
ath,AE7|At1g68310,AS1/2 Enhancer,At1g68310,,PO:0009025|PATO:0000599,Plant PhenomeNET
ath,AE7|At1g68310,AS1/2 Enhancer,At1g68310,,PO:0009025|PATO:0001272,Plant PhenomeNET
ath,AE7|At1g68310,AS1/2 Enhancer,At1g68310,,PO:0000115|PATO:0001598,Plant PhenomeNET
ath,AE7|At1g68310,AS1/2 Enhancer,At1g68310,,PO:0020127|PATO:0000574,Plant PhenomeNET
ath,HAC1|At1g79000,Histone Acetyltransferase CBP Family,At1g79000,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,HAC1|At1g79000,Histone Acetyltransferase CBP Family,At1g79000,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,HAC1|At1g79000,Histone Acetyltransferase CBP Family,At1g79000,,PO:0020127|PATO:0000574,Plant PhenomeNET
ath,RHS2|At1g12950,Root Hair Specific,At1g12950,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,UER1|At1g63000,"UDP-4-Keto-6-Deoxy-D-Glucose-3,5-Epimerase-4-Reductase",At1g63000,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,RHS11|At2g45890,Root Hair Specific,At2g45890,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,ACT2|At3g18780,Actin,At3g18780,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,GAE6|At3g23820,UDP-D-Glucuronate 4-Epimerase,At3g23820,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,SHV2|At5g49270,Shaven,At5g49270,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,RHD2|At5g51060,Root Hair Defective,At5g51060,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,IRE|At5g62310,Incomplete Root Hair Elongation,At5g62310,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,BST1|At5g65090,Bristled,At5g65090,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,RHD4|At3g51460,Root Hair Defective,At3g51460,,PO:0006036|GO:0035618|PATO:0001598,Plant PhenomeNET
ath,RHD4|At3g51460,Root Hair Defective,At3g51460,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,KCS2|At1g04220,3-Ketoacyl-CoA Synthase,At1g04220,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,VAC-INV|At1g12240,Vacuolar Invertase,At1g12240,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,ICR1|At1g17140,Interactor of Constitutive Active ROPS,At1g17140,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,PDX1.1|At2g38230,Pyridoxine Biosynthesis,At2g38230,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,RPT2a|At4g29040,Regulatory Particle AAA-ATPase,At4g29040,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,TOC34|At5g05000,Translocon at the Outer Membrane of Chloroplasts,At5g05000,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0009006|PATO:0002002|PO:0025073,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0025022|PATO:0000587,Plant PhenomeNET
ath,CCC1|At1g30450,Cation-Chloride Co-Transporter,At1g30450,,PO:0000013|PATO:0000587,Plant PhenomeNET
ath,CALS7|At1g06490,Callose Synthase,At1g06490,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,CALS7|At1g06490,Callose Synthase,At1g06490,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,CALS7|At1g06490,Callose Synthase,At1g06490,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,eEF1A2|At1g07930,Eukaryotic Elongation Factor,At1g07930,,PO:0025025|PATO:0000574|EO:0001024,Plant PhenomeNET
ath,PLDP2|At3g05630,Phospholipase D {zeta},At3g05630,,PO:0000003|PATO:0000513|CHEBI:22676|EO:0007074,Plant PhenomeNET
ath,PLDP2|At3g05630,Phospholipase D {zeta},At3g05630,,GO:0009958|PO:0009005|PATO:0002302,Plant PhenomeNET
ath,PLDP2|At3g05630,Phospholipase D {zeta},At3g05630,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,DDL|At3g20550,Dawdle,At3g20550,,PO:0025395|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,DDL|At3g20550,Dawdle,At3g20550,,PO:0009046|PATO:0002083|PO:0025395,Plant PhenomeNET
ath,DDL|At3g20550,Dawdle,At3g20550,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,DDL|At3g20550,Dawdle,At3g20550,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,DDL|At3g20550,Dawdle,At3g20550,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0009046|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0009025|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0009025|PATO:0000323,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0009002|PATO:0002001|GO:0009507,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,GO:0009507|PATO:0000586,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,RNR1|At2g21790,Ribonucleotide Reductase,At2g21790,,PO:0009025|PATO:0000324,Plant PhenomeNET
ath,TRM11|At3g26410,tRNA Modification,At3g26410,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,TRM11|At3g26410,tRNA Modification,At3g26410,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,TSK|At3g18730,Tonsoku,At3g18730,,PO:0009049|PATO:0000949,Plant PhenomeNET
ath,TSK|At3g18730,Tonsoku,At3g18730,,PO:0009047|PATO:0000949,Plant PhenomeNET
ath,TSK|At3g18730,Tonsoku,At3g18730,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,PO:0025025|PATO:0002001|PO:0020121,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,PO:0000056|PATO:0000587,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,PO:0009001|PATO:0000587,Plant PhenomeNET
ath,SAR3|At1g80680,Suppressor of Auxin Resistance,At1g80680,,PO:0020122|PATO:0000591,Plant PhenomeNET
ath,CAX1|At2g38170,Cation Exchanger,At2g38170,,PO:0009006|PATO:0002001|PO:0025073,Plant PhenomeNET
ath,CAX1|At2g38170,Cation Exchanger,At2g38170,,PO:0025025|PATO:0002001|PO:0020121,Plant PhenomeNET
ath,CAX1|At2g38170,Cation Exchanger,At2g38170,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,CAX1|At2g38170,Cation Exchanger,At2g38170,,PO:0020121|PATO:0000574,Plant PhenomeNET
ath,CAX1|At2g38170,Cation Exchanger,At2g38170,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,MRP5|At1g04120,Multidrug Resistance-Associated Protein,At1g04120,,GO:0010311|PATO:0000912,Plant PhenomeNET
ath,MRP5|At1g04120,Multidrug Resistance-Associated Protein,At1g04120,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CRE1|At2g01830,Cytokinin Response,At2g01830,,PO:0000003|PATO:0000513|CHEBI:23530|EO:0007066,Plant PhenomeNET
ath,CRE1|At2g01830,Cytokinin Response,At2g01830,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,LON2|At5g47040,LON Protease,At5g47040,,PO:0000003|PATO:0000513|CHEBI:33070|EO:0007074,Plant PhenomeNET
ath,LON2|At5g47040,LON Protease,At5g47040,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,ARR12|At2g25180,Arabidopsis Response Regulator,At2g25180,,PO:0020147|PATO:0000586,Plant PhenomeNET
ath,ARR12|At2g25180,Arabidopsis Response Regulator,At2g25180,,GO:0048507|PO:0020147|PATO:0000297,Plant PhenomeNET
ath,ARR12|At2g25180,Arabidopsis Response Regulator,At2g25180,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,NaKR1|At5g02600,Sodium Potassium Root Defective,At5g02600,,GO:0010228|PATO:0000502,Plant PhenomeNET
ath,NaKR1|At5g02600,Sodium Potassium Root Defective,At5g02600,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CINV1|At1g35580,Cytosolic Invertase,At1g35580,,PO:0009025|PATO:0001272,Plant PhenomeNET
ath,CINV1|At1g35580,Cytosolic Invertase,At1g35580,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,RUS2|At2g31190,Root UV-B Sensitive,At2g31190,,PO:0000003|PATO:0000718|PO:0007131|EO:0007001,Plant PhenomeNET
ath,RUS1|At3g45890,Root UV-B Sensitive,At3g45890,,PO:0000003|PATO:0000718|PO:0007131|EO:0007001,Plant PhenomeNET
ath,RUS2|At2g31190,Root UV-B Sensitive,At2g31190,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,RUS1|At3g45890,Root UV-B Sensitive,At3g45890,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,BRX|At1g31880,Brevis Radix,At1g31880,,PO:0000003|PATO:0001549|CHEBI:22152|EO:0007105,Plant PhenomeNET
ath,BRX|At1g31880,Brevis Radix,At1g31880,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,CLC-D|At5g26240,Chloride Channel D,At5g26240,,PO:0000003|PATO:0001549|CHEBI:73167|EO:0007189,Plant PhenomeNET
ath,CLC-D|At5g26240,Chloride Channel D,At5g26240,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0000003|PATO:0001178|CHEBI:28112|EO:0001005,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0000003|PATO:0001549|CHEBI:28694|EO:0007261,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0000003|PATO:0001549|CHEBI:29103|EO:0007293,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0000003|PATO:0001549|CHEBI:29101|EO:0007189,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0000003|PATO:0001549|CHEBI:27363|EO:0007309,Plant PhenomeNET
ath,WAKL4|At1g16150,Wall-Associated Kinase-Like,At1g16150,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,TEB|At4g32700,Tebichi,At4g32700,,PO:0009049|PATO:0000949,Plant PhenomeNET
ath,TEB|At4g32700,Tebichi,At4g32700,,PO:0009047|PATO:0000949,Plant PhenomeNET
ath,TEB|At4g32700,Tebichi,At4g32700,,PO:0009025|PATO:0001206,Plant PhenomeNET
ath,TEB|At4g32700,Tebichi,At4g32700,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0000332|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0000282|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0025073|PATO:0000617,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0000003|PATO:0000969,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0020100|PATO:0000574,Plant PhenomeNET
ath,AtSAC1|At1g22620,Suppressor of Actin,At1g22620,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,MTO2|At4g29840,Methionine Over-Accumulation,At4g29840,,PO:0000003|PATO:0001163|CHEBI:26986,Plant PhenomeNET
ath,MTO2|At4g29840,Methionine Over-Accumulation,At4g29840,,PO:0025022|PATO:0001162|CHEBI:16811,Plant PhenomeNET
ath,MTO2|At4g29840,Methionine Over-Accumulation,At4g29840,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,MTO2|At4g29840,Methionine Over-Accumulation,At4g29840,,GO:0040007|PATO:0000911,Plant PhenomeNET
ath,ACT7|At5g09810,Actin,At5g09810,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,ACT7|At5g09810,Actin,At5g09810,,GO:0032502|PO:0005052|PATO:0000911,Plant PhenomeNET
ath,DOT4|At4g18750,Defectively Organized Tributaries,At4g18750,,PO:0009025|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,DOT4|At4g18750,Defectively Organized Tributaries,At4g18750,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,DOT4|At4g18750,Defectively Organized Tributaries,At4g18750,,PO:0025022|PATO:0000587,Plant PhenomeNET
ath,EER5|At2g19560,Enhanced Ethylene Response,At2g19560,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,EER5|At2g19560,Enhanced Ethylene Response,At2g19560,,PO:0020100|PATO:0000574|EO:0007068,Plant PhenomeNET
ath,AGL8|At5g60910,Agamous-Like,At5g60910,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,AGL8|At5g60910,Agamous-Like,At5g60910,,PO:0009001|PATO:0000574,Plant PhenomeNET
ath,AGL8|At5g60910,Agamous-Like,At5g60910,,PO:0009001|PATO:0000619|PO:0009010,Plant PhenomeNET
ath,AGL8|At5g60910,Agamous-Like,At5g60910,,PO:0009010|PATO:0000587,Plant PhenomeNET
ath,AtPOT1a|At2g05210,Protection of Telomeres,At2g05210,,GO:0000781|PATO:0000574,Plant PhenomeNET
ath,CSLD2|At5g16910,Cellulose Synthase Like,At5g16910,,GO:0035618|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,CSLD2|At5g16910,Cellulose Synthase Like,At5g16910,,GO:0035618|PATO:0000574,Plant PhenomeNET
zma,dwf1|GRMZM2G057000,Dwf1-Nongda 3138|DWF1 like1,GRMZM2G057000,,PO:0000003|PATO:0001894|PATO:0000460,Plant PhenomeNET
zma,d3|GRMZM2G093195,d3|dwarf plant3,GRMZM2G093195,,PO:0000003|PATO:0001894|PATO:0000460,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8|dwarf plant8,GRMZM2G144744,,PO:0000003|PATO:0001894|PATO:0000460,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9|dwarf plant9,GRMZM2G024973,,PO:0000003|PATO:0001894|PATO:0000460,Plant PhenomeNET
zma,dwf1|GRMZM2G057000,Dwf1-Nongda 3138|DWF1 like1,GRMZM2G057000,,PO:0009025|PATO:0000574,Plant PhenomeNET
zma,dwf1|GRMZM2G057000,Dwf1-Nongda 3138|DWF1 like1,GRMZM2G057000,,PO:0009025|PATO:0000587,Plant PhenomeNET
zma,dwf1|GRMZM2G057000,Dwf1-Nongda 3138|DWF1 like1,GRMZM2G057000,,PO:0009025|PATO:0000600,Plant PhenomeNET
zma,d3|GRMZM2G093195,d3|dwarf plant3,GRMZM2G093195,,PO:0009025|PATO:0000574,Plant PhenomeNET
zma,d3|GRMZM2G093195,d3|dwarf plant3,GRMZM2G093195,,PO:0009025|PATO:0000587,Plant PhenomeNET
zma,d3|GRMZM2G093195,d3|dwarf plant3,GRMZM2G093195,,PO:0009025|PATO:0000600,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8|dwarf plant8,GRMZM2G144744,,PO:0009025|PATO:0000574,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8|dwarf plant8,GRMZM2G144744,,PO:0009025|PATO:0000587,Plant PhenomeNET
zma,d8|GRMZM2G144744,D8|dwarf plant8,GRMZM2G144744,,PO:0009025|PATO:0000600,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9|dwarf plant9,GRMZM2G024973,,PO:0009025|PATO:0000574,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9|dwarf plant9,GRMZM2G024973,,PO:0009025|PATO:0000587,Plant PhenomeNET
zma,d9|GRMZM2G024973,D9|dwarf plant9,GRMZM2G024973,,PO:0009025|PATO:0000600,Plant PhenomeNET
zma,na1|JN020030.1,nana plant1,,,PO:0000003|PATO:0000569,Plant PhenomeNET
zma,na1|JN020030.1,nana plant1,,,PO:0000003|PATO:0000622,Plant PhenomeNET
zma,na1|JN020030.1,nana plant1,,,GO:0009739|PATO:0002302,Plant PhenomeNET
ath,PMR5|At5g58600,Powdery Mildew Resistant,At5g58600,,GO:0005618|PATO:0001162|CHEBI:17309,Plant PhenomeNET
ath,PMR5|At5g58600,Powdery Mildew Resistant,At5g58600,,GO:0005618|PATO:0001162|CHEBI:27252,Plant PhenomeNET
ath,PMR5|At5g58600,Powdery Mildew Resistant,At5g58600,,PO:0000003|PATO:0001178|NCBITaxon:4751,Plant PhenomeNET
ath,PMR5|At5g58600,Powdery Mildew Resistant,At5g58600,,PO:0009025|PATO:0000411,Plant PhenomeNET
ath,PMR5|At5g58600,Powdery Mildew Resistant,At5g58600,,PO:0009025|PATO:0000574,Plant PhenomeNET
ath,ROT3|At4g36380,Rotundifolia,At4g36380,,PO:0009025|PATO:0000411,Plant PhenomeNET
ath,ROT3|At4g36380,Rotundifolia,At4g36380,,PO:0025395|PATO:0000574,Plant PhenomeNET
ath,ROT3|At4g36380,Rotundifolia,At4g36380,,PO:0009025|PATO:0000574,Plant PhenomeNET
ath,ROT3|At4g36380,Rotundifolia,At4g36380,,PO:0020038|PATO:0000574,Plant PhenomeNET
ath,MRH1|At4g18640,Morphogenesis of Root Hair,At4g18640,,GO:0035618|PATO:0000574,Plant PhenomeNET
ath,MRH1|At4g18640,Morphogenesis of Root Hair,At4g18640,,GO:0035618|PATO:0002180,Plant PhenomeNET
ath,TUA6|At4g14960,Tubulin Alpha,At4g14960,,PO:0020100|PATO:0000574,Plant PhenomeNET
ath,TUA3|At5g19770,Tubulin Alpha,At5g19770,,PO:0020100|PATO:0000574,Plant PhenomeNET
ath,TUA6|At4g14960,Tubulin Alpha,At4g14960,,PO:0020100|PATO:0000591,Plant PhenomeNET
ath,TUA3|At5g19770,Tubulin Alpha,At5g19770,,PO:0020100|PATO:0000591,Plant PhenomeNET
ath,TOR2|At1g04820,Tortifolia,At1g04820,,PO:0009008|PATO:0000404,Plant PhenomeNET
ath,TOR2|At1g04820,Tortifolia,At1g04820,,PO:0020038|PATO:0002445,Plant PhenomeNET
ath,TOR2|At1g04820,Tortifolia,At1g04820,,PO:0000003|PATO:0001549|CHEBI:61951|EO:0007189,Plant PhenomeNET
ath,TOR2|At1g04820,Tortifolia,At1g04820,,PO:0020100|PATO:0000574,Plant PhenomeNET
ath,TOR2|At1g04820,Tortifolia,At1g04820,,PO:0020100|PATO:0000591,Plant PhenomeNET
ath,SAB|At1g58250,Sabre,At1g58250,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,SAB|At1g58250,Sabre,At1g58250,,PO:0025025|PATO:0000591,Plant PhenomeNET
ath,TBL3|At5g01360,Trichome Birefringence-Like,At5g01360,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,TBL3|At5g01360,Trichome Birefringence-Like,At5g01360,,PO:0020122|PATO:0000592,Plant PhenomeNET
ath,SUB|At1g11130,Strubbelig,At1g11130,,PO:0020003|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,SUB|At1g11130,Strubbelig,At1g11130,,PO:0020122|PATO:0000574,Plant PhenomeNET
ath,SUB|At1g11130,Strubbelig,At1g11130,,PO:0020122|PATO:0002445,Plant PhenomeNET
ath,PLE|At5g51600,Pleiade,At5g51600,,PO:0025025|PATO:0000060|PATO:0000460,Plant PhenomeNET
ath,PLE|At5g51600,Pleiade,At5g51600,,PO:0025025|PATO:0002002|PO:0020121,Plant PhenomeNET
ath,PLE|At5g51600,Pleiade,At5g51600,,PO:0025025|PATO:0000574,Plant PhenomeNET
ath,PLE|At5g51600,Pleiade,At5g51600,,PO:0025025|PATO:0000967,Plant PhenomeNET
mtr,SUNN|Medtr4g070970,super numeric nodules,Medtr4g070970,,PO:0009005||PATO:0000574,Plant PhenomeNET
mtr,SUNN|Medtr4g070970,super numeric nodules,Medtr4g070970,,PO:0025025|PATO:0002002|PO:0003023|EO:0007108,Plant PhenomeNET
mtr,SUNN|Medtr4g070970,super numeric nodules,Medtr4g070970,,GO:0043562|PO:0009005|PATO:0001552|EO:0007108,Plant PhenomeNET
mtr,SUNN|Medtr4g070970,|super numeric nodules,Medtr4g070970,,PO:0003023||PATO:0000487|CHEBI:18153|EO:0007108,Plant PhenomeNET
mtr,SUNN|Medtr4g070970,super numeric nodules,Medtr4g070970,,PO:0003023|PO:0025025|PATO:0000628|EO:0007108,Plant PhenomeNET
mtr,FLOT3|Medtr3g106480,Flotillin-like protein 3,Medtr3g106480,,PO:0009005||PATO:0000574,Plant PhenomeNET
mtr,FLOT3|Medtr3g106480,|Flotillin-like protein 3,Medtr3g106480,,PO:0009005||PATO:0000583,Plant PhenomeNET
osa,LSI2|Os03g0107300,LOW SILICON RICE 2,Os03g0107300,,GO:0040007|PATO:0002302|PO:0028002,Plant PhenomeNET
osa,LSI2|Os03g0107300,LOW SILICON RICE 2,Os03g0107300,,PO:0009001|PATO:0000331|PO:0028002,Plant PhenomeNET
osa,LSI2|Os03g0107300,LOW SILICON RICE 2,Os03g0107300,,PO:0009006|CHEBI:27573|PATO:0001163|PO:0028002,Plant PhenomeNET
osa,LSI2|Os03g0107300,LOW SILICON RICE 2,Os03g0107300,,PO:0006000|CHEBI:27573|PATO:0001163|PO:0028002,Plant PhenomeNET
zma,a1|GRMZM2G026930,A1-b(Ec)|anthocyaninless1,GRMZM2G026930,,PO:0009074|PO:0020136|PATO:0000320,Plant PhenomeNET
zma,p1|GRMZM2G084799,P1-wwb|pericarp color1,GRMZM2G084799,,GO:0010260|PO:0009074|PATO:0000694,Plant PhenomeNET
zma,si1|GRMZM2G139073,si1-mssi|silky1,GRMZM2G139073,,PO:0006309|PATO:0002002|PO:0009074,Plant PhenomeNET
ath,UGT84A2|At3g21560,UDP-Glucosyl Transferase,At3g21560,,PO:0000282|PATO:0001162|CHEBI:15596,Plant PhenomeNET
ath,UGT84A2|At3g21560,UDP-Glucosyl Transferase,At3g21560,,PO:0009025|PATO:0001163|CHEBI:15596,Plant PhenomeNET
ath,SKU5|At4g12420,Skewed Root Growth,At4g12420,,PO:0025025|PATO:0000133|PATO:0000460|EO:0001024,Plant PhenomeNET
ath,IRX10|At1g27440,Irregular Xylem,At1g27440,,PO:0005352|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,TOC75-IV|At4g09080,Translocon Outer Membrane Complex,At4g09080,,GO:0009513|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,XYL1|At1g68560,Xylosidase,At1g68560,,PO:0009025|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,XYL1|At1g68560,Xylosidase,At1g68560,,PO:0009001|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,XYL1|At1g68560,Xylosidase,At1g68560,,PO:0000282|PATO:0000051|PATO:0000460,Plant PhenomeNET
ath,PreP1|At3g19170,Presequence Protease,At3g19170,,PO:0009025|PATO:0002251,Plant PhenomeNET
ath,PsbW|At2g30570,Photosystem II Reaction Center,At2g30570,,GO:0090546|PATO:0000911,Plant PhenomeNET
ath,PsbR|At1g79040,Photosystem II Subunit R,At1g79040,,GO:0010242|GO:0009579|PATO:0000911,Plant PhenomeNET
ath,PPR40|At3g16890,Pentatricopeptide (PPR) Domain Protein,At3g16890,,PO:0000003|PATO:0001549|CHEBI:22152|EO:0007105,Plant PhenomeNET
ath,PPR40|At3g16890,Pentatricopeptide (PPR) Domain Protein,At3g16890,,GO:0009845|PATO:0000502,Plant PhenomeNET
ath,PPR40|At3g16890,Pentatricopeptide (PPR) Domain Protein,At3g16890,,PO:0025022|PATO:0000587,Plant PhenomeNET
ath,RPS6A|At4g31700,Ribosomal Protein S6,At4g31700,,GO:0040007|PATO:0000502,Plant PhenomeNET
ath,RPS6A|At4g31700,Ribosomal Protein S6,At4g31700,,PO:0009025|PATO:0000587,Plant PhenomeNET
ath,CIR1|At5g37260,Circadian 1,At5g37260,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,ATH1|At4g32980,Homeobox Gene,At4g32980,,GO:0010228|PATO:0000694|EO:0007200,Plant PhenomeNET
ath,HPR3|At1g12550,Hydroxypyruvate Reductase,At1g12550,,PO:0000003|PATO:0001162|CHEBI:24431|GO:0009853,Plant PhenomeNET
ath,ARR8|At2g41310,Arabidopsis Response Regulator,At2g41310,,PO:0025025|PATO:0002001|PO:0020121,Plant PhenomeNET
ath,LBD16|At2g42430,Lateral Organ Boundaries-Domain,At2g42430,,PO:0025025|PATO:0002001|PO:0020121,Plant PhenomeNET
ath,ARR9|At3g57040,Arabidopsis Response Regulator,At3g57040,,PO:0025025|PATO:0002001|PO:0020121,Plant PhenomeNET
ath,SPL9|At2g42200,Squamosa Promoter Binding Protein-Like,At2g42200,,PO:0025022|PATO:0002001|PO:0000014,Plant PhenomeNET
ath,SPL9|At2g42200,Squamosa Promoter Binding Protein-Like,At2g42200,,PO:0009006|PATO:0002002|PO:0000013,Plant PhenomeNET
ath,EGL3|At1g63650,Enhancer of Glabra,At1g63650,,PO:0025025|PATO:0002002|GO:0035618,Plant PhenomeNET
ath,PHS2|At3g46970,Alpha-Glucan Phosphorylase,At3g46970,,PO:0000003|PATO:0001162|CHEBI:17306,Plant PhenomeNET
ath,PHS2|At3g46970,Alpha-Glucan Phosphorylase,At3g46970,,PO:0025022|PATO:0000586,Plant PhenomeNET
ath,AGL19|At4g22950,Agamous-Like,At4g22950,,GO:0010228|PATO:0000502|EO:0007200,Plant PhenomeNET
ath,AHL22|At2g45430,AT-Hook Motif Nuclear Localized Protein,At2g45430,,PO:0020100|PATO:0000573,Plant PhenomeNET
ath,AXR2|At3g23050,Auxin Resistant,At3g23050,,PO:0020100|PATO:0000573,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0009025|PATO:0000406,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,GO:0010228|PATO:0000694,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0009046|PATO:0002002|PO:0009032,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0009046|PATO:0002002|PO:0009031,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0000003|PATO:0001834,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0020128|PATO:0001206,Plant PhenomeNET
ath,AtARP6|At3g33520,Actin-Related Protein,At3g33520,,PO:0020122|PATO:0000574,Plant PhenomeNET
