species,group_ids,gene_identifiers
ath,S,At3g54350|EMB1967|Embryo Defective
ath,V,At3g54610|GCN5|BGT|HAC3|HAG1|HAT1|General Control Non-Repressible
ath,L,At3g54640|TRP3|TSA1|Tryptophan Biosynthesis
ath,G,At3g54650|FBL17
ath,S,At3g54660|EMB2360|AtGR2|GR|Embryo Defective
ath,S,At3g54670|TTN8|SMC1|Titan
ath,G,At3g54690|SETH3
ath,S,At3g54720|AMP1|COP2|HPT|PT|Altered Meristem Program
ath,V,At3g54810|BME3|BME3-ZF|Blue Micropylar End
ath,C,At3g54870|MRH2|ARK1|Morphogenesis of Root Hair
ath,I,At3g54920|PMR6|Powdery Mildew Resistant
ath,S,At3g55010|EMB2818|PUR5|AtPURM|Embryo Defective
ath,R,At3g55120|TT5|CFI|Transparent Testa
ath,H,At3g55130|AtWBC19|White-Brown Complex Homolog
ath,V,At3g55250|PDE329|Pigment Defective Embryo
ath,H,At3g55270|MKP1|MAP Kinase Phosphatase
ath,V,At3g55360|CER10|ECR|TSC13|Eceriferum
ath,G,At3g55400|OVA1|Ovule Abortion
ath,L,At3g55480|PAT2|AP-3 BETA|Protein Affected Trafficking
ath,S,At3g55510|RBL|Rebelote
ath,V,At3g55530|SDIR1|Salt- and Drought-Induced RING Finger
ath,S,At3g55610|P5CS2|Pyrroline-5-Carboxylate Synthetase
ath,S,At3g55620|EMB1624|EIF-6|Embryo Defective
ath,B,At3g55630|FPGS3|DFD|Folylpolyglutamate Synthetase
ath,L,At3g55830|EPC1|Ectopically Parting Cells
ath,P,At3g55990|ESK1|Eskimo
ath,B,At3g56040|UGP3|UDP-Glucose Pyrophosphorylase
ath,H,At3g56400|WRKY70|WRKY DNA-Binding Protein
ath,P,At3g56800|CaM3|Calmodulin
ath,V,At3g56940|CHL27|CRD1|ACSF
ath,C,At3g56960|PIP5K4|Phosphatidyl Inositol Monophosphate 5 Kinase
ath,V,At3g57040|ARR9|AtRR4|Arabidopsis Response Regulator
ath,V,At3g57090|FIS1A|BIGYIN1|Fission
ath,V,At3g57130|BOP1|Blade on Petiole
ath,L,At3g57150|AtCBF5|AtNAP57|Centromere Binding Factor
ath,V,At3g57180|BPG2|Brassinazole-Insensitive-Pale Green
ath,R,At3g57510|ADPG1|PGA9|SAC70|Arabidopsis Dehiscence Zone Polygalacturonase
ath,G,At3g57650|LPAT2|Lysophosphatidyl Acyltransferase
ath,R,At3g57670|NTT|No Transmitting Tract
ath,R,At3g57860|OSD1|UVI4-L|Omission of Second Division
ath,G,At3g57870|EMB1637|SCE1|Embryo Defective
ath,V,At3g57920|SPL15|Squamosa Promoter Binding Protein-Like
ath,C,At3g58070|GIS|Glabrous Inflorescence Stems
ath,R,At3g59030|TT12|Transparent Testa
ath,G,At3g59050|PAO3|Polyamine Oxidase
ath,P,At3g59060|PIL6|PIF5|Phytochrome Interacting Factor 3-Like
ath,H,At3g59220|PRN|PRN1|AtPirin1|Pirin
ath,V,At3g59380|FTA|PFT/PGGT-Iα|PLP|Farnesyltransferase
ath,V,At3g59400|GUN4|Genomes Uncoupled
ath,V,At3g59420|ACR4|Arabidopsis Crinkly
ath,G,At3g59550|SYN3|AtRAD21.2
ath,V,At3g59770|SAC9|Supressor of Actin
ath,I,At3g60190|ADL1E|ADL4|ADLP2|DRP1E|EDR3|Arabidopsis Dynamin-Like
ath,C,At3g60330|AHA7|Arabidopsis H+ ATPase
ath,V,At3g60370|AtFKBP20-2|FK-506 Binding Protein
ath,G,At3g60460|DUO1|Duo Pollen
ath,V,At3g60500|CER7|G3|Eceriferum
ath,S,At3g60740|TTN1|CHO|EMB133|Titan
ath,S,At3g60830|ARP7|Actin-Related Protein
ath,H,At3g61110|ARS27|Arabidopsis Ribosomal Protein
ath,L,At3g61140|FUS6|COP11|EMB78|Fusca
ath,V,At3g61190|BAP1|BON Association Protein
ath,B,At3g61430|PIP1;2|Plasma Membrane Intrinsic Protein
ath,C,At3g61440|CYS-C1|Cysteine Synthase
ath,V,At3g61510|ACS1|Aminocyclopropane Carboxylate Synthase
ath,G,At3g61710|ATG6|AtVPS30|Autophagy
ath,V,At3g61730|RMF|Reduced Male Fertility
ath,S,At3g61780|EMB1703|Embryo Defective
ath,V,At3g61850|DAG1|Dof Affecting Germination
ath,H,At3g61890|AtHB-12|AtHB12|Homeobox 12
ath,H,At3g62030|ROC4|AtCYP20-3|Rotamase CyP
ath,V,At3g62090|PIF6|PIL2|Phytochrome Interacting Factor
ath,V,At3g62800|DRB4|Double-Stranded-RNA-Binding Protein
ath,L,At3g62910|APG3|Albino and Pale Green
ath,V,At3g62980|TIR1|Transport Inhibitor Response
ath,S,At3g63190|HFP108|RRF|High Chlorophyll Fluorescence and Pale Green Mutant
ath,B,At3g63250|HMT2|AtHMT-2|Homocysteine Methyltransferase
ath,C,At3g63300|FKD1|Forked
ath,L,At3g63410|APG1|VTE3|Albino or Pale Green Mutant
ath,V,At3g63420|AGG1|G-Protein Gamma Subunit
ath,S,At3g63490|EMB3126|Embryo Defective
ath,B,At3g63520|CCD1|NCED1|Carotenoid Cleavage Dioxygenase
ath,R,At3g63530|BB|BB2|Big Brother
ath,G,At4g00020|AtBRCA2a|EDA20|MEE43|Breast Cancer Associated
ath,V,At4g00100|PFL2|RPS13A|Pointed First Leaves
ath,S,At4g00220|JLO|Jagged Lateral Organs
ath,G,At4g00310|EDA8|MEE23|Embryo Sac Development Arrest
ath,G,At4g00330|PDD25|CRCK2|Pollen Development Defective
ath,R,At4g00450|CRP|CCT|Cryptic Precocious
ath,S,At4g00620|EMB3127|Embryo Defective
ath,T,At4g00650|FRI|FLA|Frigida
ath,P,At4g00710|BSK3|BR-Signaling Kinase
ath,V,At4g00730|ANL2|AHDP|Anthocyaninless
ath,G,At4g00800|SETH5
ath,V,At4g01050|TROL|Thylakoid Rhodanese-Like
ath,C,At4g01060|CPL3|ETC3|Caprice-Like MYB
ath,V,At4g01100|ADNT1|Adenine Nucleotide Transporter
ath,H,At4g01190|PIPK10|Phosphatidylinositol Phosphate Kinase
ath,G,At4g01220|MGD4|Male Gametophyte Defective
ath,V,At4g01370|MPK4|MAP Kinase
ath,H,At4g01470|TIP1;3|Tonoplast Intrinsic Protein
ath,R,At4g01500|NGA4|Ngatha
ath,V,At4g01540|NTM1|NAC with Transmembrane Motif
ath,L,At4g01800|AGY1|AtCPSECA|Albino or Glassy Yellow
ath,G,At4g02060|PRL|Prolifera
ath,I,"At4g02150|MOS6|IMPA-3|Modifier of SNC1,6"
ath,G,At4g02195|SYP42|AtTLG2B|Syntaxin of Plants
ath,B,At4g02280|SUS3|Sucrose Synthase
ath,G,At4g02460|PMS1|Post Meiotic Segregation
ath,L,At4g02510|PPI2|TOC159|Plastid Protein Import
ath,T,At4g02560|LD|Luminidependens
ath,G,At4g02570|AXR6|CUL1|Auxin Resistant
ath,V,At4g02700|SULTR3;2|Sulfate Transporter
ath,V,At4g02780|GA1|ABC33|CPS1|GA Deficient
ath,S,At4g02790|EMB3129|Embryo Defective
ath,S,At4g02980|ABP1|Auxin Binding Protein
ath,I,At4g03110|RBP-DR1|RNA-Binding Protein-Defense Related
ath,S,At4g03240|AtFH|Frataxin
ath,B,At4g03280|PGR1|PETC|Proton Gradient Regulation
ath,S,At4g03430|EMB2770|STA1|PRP6|Embryo Defective
ath,P,At4g03550|AtGSL5|PMR4|Glucan Synthase-Like
ath,H,At4g03560|AtTPC1|FOU2|AtCCH1|Two-Pore Channel
ath,S,At4g04350|EMB2369|Embryo Defective
ath,H,At4g04720|CPK21|Calcium-Dependent Protein Kinase
ath,V,At4g04770|LAF6|ABC1|NAP1|Long After Far-Red Light
ath,L,At4g04780|MED21|Mediator
ath,T,At4g04885|PCFS4|PCF11P-Similar Protein
ath,H,At4g05120|FUR1|ENT3|Fluorouridine Insensitive
ath,C,At4g05190|AtK5|Kinesin
ath,G,At4g05410|YAO|Yaozhe
ath,G,At4g05450|PGD6|MFDX1|Pollen Germination Defective
ath,H,At4g05530|IBR1|SDRa|Indole-3-Butyric Acid Response
ath,V,At4g08150|BP|KNAT1|Brevipedicellus
ath,H,At4g08390|sAPX|Stromal Ascorbate Peroxidase
ath,P,At4g08810|SUB1|Short Under Blue Light
ath,V,At4g08870|ARGAH2|Arginine Amidohydrolase
ath,V,At4g08900|ARGAH1|Arginine Amidohydrolase
ath,V,At4g08920|HY4|CRY1|BLU1|OOP2|Elongated Hypocotyl
ath,V,At4g08950|EXO|Exordium
ath,B,At4g09020|ISA3|Isoamylase
ath,C,At4g09080|TOC75-IV|Translocon Outer Membrane Complex
ath,H,At4g09570|CPK4|Calcium Dependent Protein Kinase
ath,L,At4g09650|PDE332|ATPD|Pigment Defective Embryo
ath,R,At4g09820|TT8|BHLH42|Transparent Testa
ath,S,At4g09980|EMB1691|Embryo Defective
ath,H,At4g10090|ELP6
ath,V,At4g10180|DET1|FUS2|De-etiolated
ath,H,At4g10380|NIP5;1|NLM6|NLM8|Nodulin26-Like Intrinsic Protein
ath,V,At4g10710|SPT16
ath,S,At4g10760|EMB1706|MTA|Embryo Defective
ath,B,At4g11130|RDR2|SMD1|RNA-Dependent RNA Polymerase
ath,S,At4g11150|EMB2448|VHAE1|TUF|Embryo Defective
ath,I,At4g11260|EDM1|SGT1B|ETA3|Enhanced Downy Mildew Susceptibility
ath,V,At4g11280|ACS6|Aminocyclopropane Carboxylate Synthase
ath,I,At4g11660|HsfB2b|Heat Shock Factor
ath,G,At4g11720|HAP2|GCS1|Hapless
ath,R,At4g11820|FKP1|HMGS|MVA1|Flaky Pollen
ath,B,At4g12030|BASS5|BAT5|Bile Acid:Sodium Symporter Family Protein
ath,P,At4g12420|SKU5|Skewed Root Growth
ath,I,At4g12470|AZI1|Azelaic Acid Induced
ath,V,At4g12560|CPR30|Constitutive Expresser of PR Genes
ath,T,At4g12570|UPL5|Ubiquitin Protein Ligase
ath,V,At4g12720|NUDT7|GFG1|Nudix Hydrolase Homolog
ath,H,At4g13420|HAK5|High Affinity K+ Transporter
ath,B,At4g13430|LeuC1|MAM-IL1|IPMI|LSU1
ath,H,At4g13510|AMT1;1|Ammonium Transporter
ath,H,At4g13520|SMAP1|Small Acidic Protein
ath,S,At4g13750|EMB2597|NOV|Embryo Defective
ath,B,At4g13770|CYP83A1|REF2|Cytochrome P450
ath,G,At4g13890|EDA36;EDA37|PDD4|PDD33|Embryo Sac Development Arrest
ath,S,At4g13940|EMB1395|HOG1|MEE58|Embryo Defective
ath,B,At4g14070|AAE15|Acyl-Activating Enzyme
ath,L,At4g14110|COP9|FUS7|EMB143|Constitutive Photomorphogenesis
ath,P,At4g14130|XTH15|XTR7|Xyloglucan Endotransglucosylase/Hydrolase
ath,R,At4g14180|AtPRD1|Putative Recombination Initiation Defect
ath,L,At4g14210|PDE226|PDS1|Pigment Defective Embryo
ath,S,At4g14590|EMB2739|Embryo Defective
ath,V,At4g14713|PPD1|TIFY4A|Peapod
ath,C,At4g14750|FRC3|IQD19|Furca
ath,G,At4g14790|PDD17;PDD26|AtSUV3|Pollen Development Defective
ath,V,At4g14850|LOI1|MEF11|Lovastatin Insensitive
ath,L,At4g14870|SECE1
ath,L,At4g14880|OLD3|OASA1|Onset of Leaf Death
ath,V,At4g14960|TUA6|Tubulin Alpha
ath,P,At4g15090|FAR1|Far-Red Impaired Response
ath,V,At4g15180|SDG2|ATXR3|Set Domain Group
ath,B,At4g15230|AtPDR2|ABCG30|Pleiotropic Drug Resistance
ath,L,At4g15560|CLA|DEF|DXS|Chloroplastos Alterados
ath,G,At4g15570|MAA3|Magatama
ath,R,At4g15802|HSBP|Heat Shock Factor Binding Protein
ath,V,At4g15880|ESD4|Early in Short Days
ath,H,At4g15900|PRL1|Pleiotropic Regulatory Locus
ath,B,At4g15950|RDM2|NRPD4|NRPE4|RNA-Directed DNA Methylation
ath,V,At4g16110|ARR2|Arabidopsis Response Regulator
ath,H,At4g16130|ARA1|ISA1|ATISA1|Arabinose Sensitive
ath,L,At4g16144|AMSH3|Associated Molecule with the SH3 Domain of STAM
ath,H,At4g16155|ptLPD2|LPD2|Lipoamide Dehydrogenase
ath,T,At4g16280|FCA|Late Flowering
ath,L,At4g16340|SPK1|Spike
ath,S,At4g16370|OPT3|Oligopeptide Transporter
ath,V,At4g16390|SVR7|Suppressor of Variegation
ath,H,At4g16420|PRZ1|ADA2B|Proporz
ath,T,At4g16845|VRN2|Reduced Vernalization Response
ath,I,At4g16860|RPP4|Recognition of Peronospora parasitica
ath,I,At4g16950|RPP5|Recognition of Peronospora Parasitica
ath,I,At4g16990|RLM3|Resistance to Leptosphaeria Maculans
ath,L,At4g17040|CLPR4|Clp Protease
ath,V,At4g17090|CT-BMY|BAM3|BMY8|Chloroplast Beta-Amylase
ath,G,At4g17300|OVA8|Ovule Abortion
ath,R,At4g17380|MSH4|MutS Homolog
ath,P,At4g17615|CBL1|SCABP5|Calcineurin B-Like Protein
ath,H,At4g17870|PYR1|RCAR11|Pyrabactin Resistance
ath,P,At4g17970|ALMT12|Aluminum-Activated Malate Transporter
ath,V,At4g18240|AtSS4|SSIV|Starch Synthase
ath,V,At4g18370|DEG5|HHOA|DEGP Protease
ath,V,At4g18470|SNI1|Suppressor of npr1 Inducible
ath,L,At4g18480|CH42|PDE314|CHLI1|ACI5|Chlorina
ath,C,At4g18640|MRH1|Morphogenesis of Root Hair
ath,H,At4g18710|BIN2|DWF12|SK21|UCU1|Brassinosteroid Insensitive
ath,V,At4g18750|DOT4|Defectively Organized Tributaries
ath,G,At4g18770|MYB98|MYB Domain Protein
ath,C,At4g18780|IRX1|LEW2|Irregular Xylem
ath,G,At4g18830|OFP5|Ovate Family Protein
ath,R,At4g18960|AG|Agamous
ath,T,At4g18980|S40-3
ath,H,At4g19030|NIP1;1|NLM1|Nodulin26-Like Intrinsic Protein
ath,I,At4g19040|EDR2|Enhanced Disease Resistance
ath,V,At4g19100|PAM68|Photosynthesis Affected Mutant
ath,B,At4g19230|CYP707A1|Cytochrome P450
ath,S,At4g19350|EMB3006|Embryo Defective
ath,G,At4g19490|AtVPS54|VPS54 Homolog
ath,V,At4g19690|IRT1|Iron Transport
ath,R,At4g20050|QRT3|Quartet
ath,S,At4g20060|EMB1895|Embryo Defective
ath,S,At4g20090|EMB1025|Embryo Defective
ath,P,At4g20370|TSF|Twin Sister of FT
ath,H,At4g20380|LSD1|Lesions Simulating Disease Resistance
ath,T,At4g20400|AtJmj4|Jumonji
ath,S,At4g20740|EMB3131|Embryo Defective
ath,C,At4g20780|CML42|Calmodulin Like
ath,R,At4g20900|MS5|TDM1|Male Sterile
ath,V,At4g20910|CRM2|HEN1|Corymbosa
ath,L,At4g21100|DDB1b|DNA Damaged Binding Protein
ath,S,At4g21130|EMB2271|Embryo Defective
ath,G,At4g21150|HAP6|Hapless
ath,S,At4g21190|EMB1417|3-Apr|Embryo Defective
ath,V,At4g21200|AtGA2ox8|Gibberellin 2-Oxidase
ath,R,At4g21270|ATK1|Arabidopsis thaliana Kinesin
ath,P,At4g21320|Hsa32|Heat-Stress-Associated
ath,R,At4g21330|DYT1|Dysfunctional Tapetum
ath,H,At4g21540|SphK1|Shingosine Kinase
ath,P,At4g21670|FRY2|CPL1|Fiery
ath,H,At4g21680|NRT1.8|Nitrate Transporter
ath,G,At4g21710|EMB1989|NRPB2|Embryo Defective
ath,I,At4g21790|TOM1|Tobamovirus Multiplication
ath,S,At4g21800|QQT2|Quatre-Quart
ath,P,At4g21860|MSRB2|Methionine Sulfoxide Reductase B
ath,V,At4g22140|EBS|Early Bolting in Short Days
ath,B,At4g22200|AKT2/3|Arabidopsis Potassium Transport
ath,V,At4g22220|ISU1
ath,L,At4g22260|IM|Immutans
ath,I,At4g22300|SOBER1|Suppressor of AvrBsT Elicited Resistance
ath,P,At4g22950|AGL19|Agamous-Like
ath,S,At4g22970|AESP|Arabidopsis Separase
ath,S,At4g23100|RML1|CAD2|PAD2|Root Meristemless
ath,S,At4g23250|EMB1290|CRK17|RKC1|Embryo Defective
ath,S,At4g23430|TIC32|Translocon at inner envelope membrane of chloroplasts
ath,H,At4g23450|AtAIRP1|ABA Insensitive RING Protein
ath,C,At4g23640|TRH1|ATKT3|KUP4|Tiny Root Hair
ath,H,At4g23650|CPK3|CDPK6|Calcium-Dependent Protein Kinase
ath,S,At4g23660|AtPPT1|Polyprenyl Diphosphate Transferase
ath,H,At4g23700|AtCHX17|Cation/H(+) Exchanger
ath,I,At4g23810|WRKY53|WRKY DNA-Binding Protein
ath,P,At4g23920|UGE2|UDP-D-Glucose/UDP-D-Galactose 4-Epimerase
ath,V,At4g24020|NLP7|NIN-Like Protein
ath,B,At4g24120|YSL1|Yellow Stripe Like
ath,B,At4g24160|CGI-58
ath,G,At4g24190|SHD|HSP90-7|Shepherd
ath,V,At4g24210|SLY1|Sleepy
ath,P,At4g24230|ACBP3|Acyl-CoA Binding Domain
ath,S,At4g24270|EMB140|Embryo Defective
ath,V,At4g24280|cpHsc70-1|Heat Shock Cognate Factor
ath,V,At4g24510|CER2|VC2|Eceriferum
ath,T,At4g24540|AGL24|Agamous-Like
ath,G,At4g24580|REN1|ROP1 Enhancer
ath,B,At4g24620|PGI1|Phosphoglucose Isomerase
ath,R,At4g24960|HVA22D|HVA Homolog
ath,R,At4g24972|TPD1|Tapetum Determinant
ath,T,At4g25000|AMY1|Alpha-Amylase-Like
ath,V,At4g25050|ACP4|Acyl Carrier Protein
ath,L,At4g25080|CHLM|Magnesium-Protoporphyrin IX Methyltransferase
ath,P,At4g25140|OLEO1|OLE1|Oleosin
ath,I,At4g25230|RIN2|RPM1 Interacting Protein
ath,R,At4g25350|SHB1|Short Hypocotyl Under Blue
ath,V,At4g25420|GA5|GA20ox1|GA Deficient
ath,P,At4g25470|CBF2|DREB1C|FTQ4|C-Repeat/DRE Binding Factor
ath,P,At4g25480|DREB1A|CBF3|Dehydration Response Element
ath,P,At4g25560|LAF1|AtMYB18|Long After Far-Red Light
ath,V,At4g25640|FFT|AtDTX35|Flower Flavonoid Transporter
ath,I,At4g26070|MEK1|MKK1|NMAPKK|Map Kinase/ERK Kinase
ath,H,At4g26080|ABI1|ABA Insensitive
ath,I,At4g26090|RPS2|Resistant to P. syringae
ath,T,At4g26200|ACS7|Aminocyclopropane Carboxylate Synthase
ath,S,At4g26300|EMB1027|Embryo Defective
ath,H,At4g26420|GAMT1
ath,P,At4g26430|CSN6B|COP9 Signalosome Subunit
ath,P,At4g26440|WRKY34|MSP3|WRKY DNA-Binding Protein
ath,G,At4g26466|LRE|Lorelei
ath,S,At4g26500|EMB1374|AtSufE|Embryo Defective
ath,C,At4g26690|SHV3|MRH5|GPDL2|Shaven
ath,V,At4g26850|VTC2|Vitamin C Defective
ath,G,At4g26900|HISN4|Histidine Auxotroph
ath,S,At4g27010|EMB2788|Embryo Defective
ath,B,At4g27030|FAD4|Fatty Acid Desaturase
ath,V,At4g27060|TOR1|CN|SPR2|Tortifolia
ath,R,At4g27330|SPL|NZZ|Sporocyteless
ath,L,At4g27600|NARA5|Necessary for the Achievement of Rubisco Accumulation
ath,V,At4g27750|ISI1|Impaired Sucrose Induction
ath,L,At4g27760|FEY|FEY3|FoRVer Young
ath,P,At4g27800|TAP38|PPH1|Thylakoid-Associate Phosphatase
ath,S,At4g28210|EMB1923|Embryo Defective
ath,V,At4g28320|MAN5|Endo-B-Mannanase
ath,G,At4g28580|MGT5|Magnesium Transporter
ath,L,At4g28590|PDE333|Pigment Defective Embryo
ath,V,At4g28750|PSAE1|psa E1 Knockout
ath,L,At4g28980|CDKF;1|CAK1AT|Cyclin-Dependent Kinase
ath,V,At4g29010|AIM1|Abnormal Inflorescence Meristem
ath,V,At4g29040|RPT2a|HLR|Regulatory Particle AAA-ATPase
ath,S,At4g29060|EMB2726|Embryo Defective
ath,V,At4g29130|HXK1|GIN2|Hexokinase
ath,R,At4g29170|AtMND1
ath,S,At4g29660|EMB2752|Embryo Defective
ath,P,At4g29810|AtMKK2|MK1|Map Kinase Kinase
ath,V,At4g29840|MTO2|TS|Methionine Over-Accumulation
ath,S,At4g29860|EMB2757|TAN|Embryo Defective
ath,S,At4g29910|EMB2798|ORC5|Embryo Defective
ath,H,At4g30120|HMA3|Heavy Metal Associated
ath,S,At4g30580|EMB1995|ATS2|LPAAT|Embryo Defective
ath,V,At4g30720|PDE327|Pigment Defective Embryo
ath,H,At4g30870|AtMUS81|MMS and UV Sensitive
ath,G,At4g30930|NFD1|At4g30925|Nuclear Fusion Defective
ath,P,At4g30950|FAD6|FADC|Fatty Acid Desaturase
ath,V,At4g30960|CIPK6|SnRK3.14|SIP3|CBL-Interacting Protein Kinase
ath,V,At4g31120|SKB1|PRMT5|SHK1 Binding Protein
ath,S,At4g31160|DCAF1|DDB1-CUL4 Associated Factor
ath,G,At4g31400|CTF7|Arabidopsis Homolog of Yeast CTF
ath,L,At4g31500|SUR2|CYP83B1|RED1|RNT1|Superroot
ath,L,At4g31560|HCF153
ath,V,At4g31700|RPS6A|Ribosomal Protein S6
ath,S,At4g31770|DBR1|Lariat Debranching Enzyme
ath,S,At4g31780|EMB2797|MGD1|MGDA|Embryo Defective
ath,I,At4g31800|WRKY18|WRKY DNA-Binding Protein
ath,R,At4g31820|ENP|MAB4|NPY1|Enhancer of Pinoid
ath,H,At4g31870|GPX7|Glutathione Peroxidase
ath,H,At4g31970|JAH1|CYP82C2|Jasmonic Acid Hypersensitive
ath,H,At4g32150|AtVAMP711|Vesicle-Associated Membrane Protein
ath,L,At4g32260|PDE334|Pigment Defective Embryo
ath,S,At4g32400|SHS1|EMB104|AtBT1|Sodium Hypersensitive
ath,G,At4g32410|RSW1|CESA1|Radially Swollen Root
ath,R,At4g32551|LUG|RON2|Leunig
ath,H,At4g32650|KC1|K+ Rectifying Channel
ath,V,At4g32700|TEB|Tebichi
ath,S,At4g32720|AtLA1|Arabidopsis LA1 Protein
ath,B,At4g32770|VTE1|AtSDX1|Vitamin E Deficient
ath,V,At4g32810|CCD8|MAX4|Carotenoid Cleavage Dioxygenase
ath,L,At4g32850|PAPS4|NPAP|PAP(IV)|Poly(A) Polymerase
ath,P,At4g32980|ATH1|Homeobox Gene
ath,H,At4g33000|CBL10|Calcineurin B-Like
ath,B,At4g33030|SQD1|Sulfoquinovosyl Diacylglycerol Deficient
ath,S,At4g33090|APM1|Aminopeptidase PM
ath,V,At4g33210|SLOMO|Slow Motion
ath,V,At4g33240|FAB1A
ath,B,At4g33330|GUX2|PGSIP3|Glucuronic Acid Substitution of Xylan
ath,H,At4g33360|FLDH|Farnesol Dehydrogenase
ath,V,At4g33430|BAK1|ELG|BRI 1-Associated Receptor Kinase
ath,S,At4g33460|EMB2751|Embryo Defective
ath,C,At4g33470|HDA14|Histone Deacetylase
ath,S,At4g33495|RPD1|Root Primordium Defective
ath,V,At4g33520|PAA1|HMA6|P-Type ATP-ase
ath,C,At4g33650|DRP3A|ADL2|Dynamin-Related Protein
ath,S,At4g33680|AGD2|Aberrant Growth and Death
ath,V,At4g33790|CER4|FAR3|G7|Eceriferum
ath,P,At4g33950|OST1|SNRK2.6|SRK2E|P44|Open Stomata
ath,S,At4g33990|EMB2758|Embryo Defective
ath,L,At4g34350|HDR|CLB6|IspH|4-Hydroxy-3-Methylbut-2-Enyl Diphosphate Reductase
ath,I,At4g34390|XLG2|Extra-Large GTP-Binding Protein
ath,V,At4g34460|AGB1|ELK4|Arabidopsis G Protein Beta Subunit
ath,V,At4g34520|FAE1|KCS18|Fatty Acid Elongation
ath,S,At4g34620|SSR16|Small Subunit Ribosomal Protein
ath,V,At4g34700|AtCIB22|Mitochondrial Complex I Subunit
ath,V,At4g34710|ADC2|SPE2|Arginine Decarboxylase
ath,H,At4g34740|AtGPRAT2|AtPURF2|CIA1|AtASE2|Glutamine Phosphoribosylamidotransferase
ath,V,At4g34830|PDE346|MRL1|Pigment Defective Embryo
ath,R,At4g34850|LAP5|PKSB|Less Adhesive Pollen
ath,B,At4g34890|AtXDH1|Xanthine Dehydrogenase
ath,G,At4g34940|ARO1|SETH4|Armadillo Repeat Only
ath,G,At4g34990|AtMYB32|MYB Domain Protein
ath,H,At4g35040|bZIP19|bZIP Transcription Factor
ath,P,At4g35090|CAT2|Catalase
ath,R,At4g35420|TKPR1|DRL1|Tetraketide Alpha-Pyrone Reductase
ath,B,At4g35440|CLCE|Chloride Channel
ath,V,At4g35450|ARK2A|AFT|Ankyrin Repeat-Containing Protein
ath,V,At4g35490|MRPL11|Mitochondrial Ribosomal Protein
ath,R,At4g35520|MLH3|MutL Protein Homolog
ath,T,At4g35900|FD|AtBZIP14|Late Flowering
ath,P,At4g35920|MCA1|MID1-Complementing Activity
ath,B,At4g36220|FAH1|CYP84A1|Ferulic Acid 5-Hydroxylase
ath,V,At4g36380|ROT3|CYP90C1|Rotundifolia
ath,G,At4g36480|EMB2779|LCB1|FBR11|Embryo Defective
ath,S,At4g36630|EMB2754|VPS39|Embryo Defective
ath,H,At4g36830|HOS3|High Expression of Osmotically Responsive Genes
ath,C,At4g36890|IRX14|Irregular Xylem
ath,R,At4g36920|AP2|FLO2|FL1|Apetala
ath,R,At4g36930|SPT|Spatula
ath,V,At4g37000|ACD2|AtRCCR|Accelerated Cell Death
ath,V,At4g37050|PLAIVC|PLP4|Phospholipase A
ath,V,At4g37070|PLAIVA|PLP1|Phospholipase A
ath,L,At4g37200|HCF164|High Chlorophyll Fluorescence
ath,P,At4g37270|HMA1|Heavy Metal ATPase
ath,G,At4g37450|AGP18|Arabinogalactan Protein
ath,P,At4g37470|HTL|Hyposensitive to Light
ath,H,At4g37540|LBD39|LOB Domain-Containing Protein
ath,V,At4g37580|HLS1|COP3|UNS2|Hookless
ath,V,At4g37650|SHR|SGR7|Short Root
ath,R,At4g37750|ANT|DRG|Aintegumenta
ath,B,At4g37925|NDH-M|Subunit NDH-M of NAD(P)H:Plastoquinone Dehydrogenase Complex
ath,L,At4g37930|SHM1|Serine Hydroxymethyltransferase
ath,P,At4g38130|HD1|HDA1|HDA19|RPD3a|Histone Deacetylase
ath,L,At4g38160|PDE191|Pigment Defective Embryo
ath,G,At4g38190|CSLD4|Cellulose Synthase Like
ath,H,At4g38240|CGL1|GNTI|Complex Glycan
ath,C,At4g38600|KAK|UPL3|Kaktus
ath,P,At4g38620|MYB4|MYB Gene Knockout
ath,V,At4g38630|RPN10|MBP1|MCB1|Regulatory Particle Non-ATPase
ath,H,At4g38800|MTN1|MTAN1|Methylthioadenosine Nucleosidase
ath,B,At4g39030|EDS5|SID1|Enhanced Disease Susceptibility
ath,I,At4g39090|RD19|RD19A|Responsive to Dehydration
ath,S,At4g39120|HISN7|IMPL2|HPP|Histidine Biosynthesis
ath,V,At4g39350|CESA2|ATH-A|Cellulose Synthase
ath,V,At4g39400|BRI1|CBB2|BIN1|Brassinosteroid Insensitive
ath,V,At4g39460|SAMC1|SAMT1|S-Adenosylmethionine Carrier
ath,S,At4g39620|EMB2453|PPR5|Embryo Defective
ath,V,At4g39640|GGT1|Gamma-Glutamyl Transpeptidase
ath,B,At4g39710|FKBP16-2|FK506 Binding Protein
ath,V,At4g39800|AtIPS1|MIPS1|Inositol-3-Phosphate Synthase
ath,L,At4g39850|PXA1|PED3|CTS|Peroxisomal ABC Transporter
ath,S,At4g39920|POR|TFCC|Porcino
ath,H,At5g01220|SQD2|Sulfoquinovosyl Diacylglycerol Deficient
ath,V,At5g01360|TBL3|Trichome Birefringence-Like
ath,V,At5g01400|ESP4|Enhanced Silencing Phenotype
ath,V,At5g01410|RSR4|PDX1.3|Reduced Sugar Response
ath,H,At5g01490|CAX4|Cation Exchanger
ath,V,At5g01500|TAAC|Thylakoid ATP/ADP Carrier
ath,H,At5g01540|LecRKA4.1|Lectin Receptor Kinase
